Object,Owner,Time,XPos,Ypos,ZPos,XRot,YRot,ZRot,Status
ShapeSortingCube ,0,14:01:59.9748140,1.400182,-0.7994778,3.057826,0.01817328,350.9563,0.0069261,ShapeSortingCube 
Square (1),0,14:02:00.0947250,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:00.0948140,1.400224,-0.7994757,3.057868,0.04486686,350.9564,359.9676,ShapeSortingCube 
Square (1),0,14:02:00.2250720,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:00.2251660,1.400163,-0.7994632,3.057799,0.002462703,350.9565,0.02229812,ShapeSortingCube 
Square (1),0,14:02:00.3365650,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:00.3366450,1.400224,-0.7994758,3.057868,0.04505576,350.9564,359.9676,ShapeSortingCube 
Square (1),0,14:02:00.4712300,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:00.4713090,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:00.5788700,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:00.5789500,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:00.7121870,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:00.7122610,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:00.8169790,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:00.8170740,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:00.9483450,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:00.9484100,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:01.0609440,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:01.0610340,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:01.1718850,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:01.1719670,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:01.2967710,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:01.2968810,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:01.4281330,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:01.4282590,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:01.5326050,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:01.5326870,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:01.6641400,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:01.6642320,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:01.7886730,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:01.7887460,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:01.9015350,1.413486,-0.8565564,2.83254,0.1273759,59.52647,0.6096717,Square (1)
ShapeSortingCube ,0,14:02:01.9016230,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:02.0135020,1.413546,-0.8565593,2.832441,0.1430141,59.54753,0.2674806,Square (1)
ShapeSortingCube ,0,14:02:02.0135790,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:02.1472820,1.41312,-0.8564845,2.83285,359.9621,59.40325,1.163801,Square (1)
ShapeSortingCube ,0,14:02:02.1473570,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:02.2570500,1.413266,-0.8554478,2.834364,2.016608,59.53762,4.23714,Square (1)
ShapeSortingCube ,0,14:02:02.2571530,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:02.3888370,1.413421,-0.8565552,2.832624,359.9424,59.39083,359.8703,Square (1)
ShapeSortingCube ,0,14:02:02.3889150,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:02.4954750,1.413411,-0.8565552,2.832683,0.007782324,59.3921,0.01961002,Square (1)
ShapeSortingCube ,0,14:02:02.4955650,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:02.6263970,1.413411,-0.8565552,2.832683,0.007781523,59.39196,0.02014905,Square (1)
ShapeSortingCube ,0,14:02:02.6264830,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:02.7408530,1.413411,-0.8565552,2.832683,0.007924166,59.39194,0.0201581,Square (1)
ShapeSortingCube ,0,14:02:02.7409450,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:02.8699550,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:02.8700360,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:02.9806050,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:02.9806770,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:03.0925230,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:03.0926130,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:03.2186880,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:03.2187600,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:03.3447860,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:03.3448610,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:03.4547500,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:03.4548230,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:03.5802780,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:03.5803470,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Square (1),0,14:02:03.6914100,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:03.6914870,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:03.6915180,1.384556,-0.6196632,3.009612,356.8069,336.0758,18.49669,Quaterfoil-Separated (1)
Square (1),0,14:02:03.8161750,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:03.8162380,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:03.8162670,1.393516,-0.6299766,3.034837,355.3131,336.9597,13.69071,Quaterfoil-Separated (1)
Square (1),0,14:02:03.9495120,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:03.9495840,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:03.9496140,1.397444,-0.6383712,3.053917,354.6887,335.3126,12.33982,Quaterfoil-Separated (1)
Square (1),0,14:02:04.0601460,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:04.0602310,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:04.0602610,1.404189,-0.6517482,3.068096,1.551663,335.2845,14.81555,Quaterfoil-Separated (1)
Square (1),0,14:02:04.1717810,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:04.1718910,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:04.1719210,1.406037,-0.6552634,3.076864,359.9331,336.1861,14.72851,Quaterfoil-Separated (1)
Square (1),0,14:02:04.3009250,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:04.3010200,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:04.3010500,1.411203,-0.6624955,3.085436,355.1965,339.4924,10.34992,Quaterfoil-Separated (1)
Square (1),0,14:02:04.4109760,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:04.4110700,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:04.4111020,1.42095,-0.6771935,3.094079,355.8736,342.0293,7.400572,Quaterfoil-Separated (1)
Square (1),0,14:02:04.5366740,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:04.5367670,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:04.5368000,1.421438,-0.6855352,3.097934,357.4525,340.6692,7.827846,Quaterfoil-Separated (1)
Square (1),0,14:02:04.6584770,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:04.6586690,1.400152,-0.7994547,3.05779,-0.003550845,350.9564,0.0307251,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:04.6587060,1.421485,-0.6886697,3.097017,356.4368,341.9189,3.371827,Quaterfoil-Separated (1)
Square (1),0,14:02:04.7872340,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:04.7873260,1.400196,-0.7994872,3.057833,0.02380474,350.9561,-0.003611385,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:04.7873580,1.419621,-0.6909043,3.096823,354.3782,343.5774,359.7774,Quaterfoil-Separated (1)
Square (1),0,14:02:04.8955360,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:04.8956420,1.400152,-0.7994547,3.05779,-0.00347281,350.9564,0.03074248,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:04.8956740,1.419407,-0.6921574,3.09625,354.9217,343.748,359.6947,Quaterfoil-Separated (1)
Square (1),0,14:02:05.0319150,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:05.0319970,1.400196,-0.7994871,3.057832,0.02356137,350.956,-0.003553601,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:05.0320310,1.420642,-0.6954988,3.093025,355.8156,344.7951,359.7733,Quaterfoil-Separated (1)
Square (1),0,14:02:05.1522380,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:05.1523460,1.400152,-0.7994547,3.05779,-0.003477746,350.9564,0.03074779,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:05.1523810,1.420957,-0.69847,3.089586,355.7336,347.1994,356.8118,Quaterfoil-Separated (1)
Square (1),0,14:02:05.2514670,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:05.2515440,1.400196,-0.7994871,3.057832,0.02356137,350.956,-0.003561739,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:05.2515720,1.423551,-0.6993849,3.087391,356.4554,348.1848,357.5592,Quaterfoil-Separated (1)
Square (1),0,14:02:05.3753310,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:05.3754020,1.400152,-0.7994547,3.05779,-0.003474145,350.9564,0.03074729,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:05.3754290,1.424069,-0.6992989,3.086678,356.6909,347.8289,357.7941,Quaterfoil-Separated (1)
Square (1),0,14:02:05.5170250,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:05.5171000,1.400196,-0.7994871,3.057832,0.02356879,350.956,-0.003562754,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:05.5171290,1.424053,-0.6987988,3.085736,355.6735,348.1745,356.8592,Quaterfoil-Separated (1)
Square (1),0,14:02:05.6275090,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:05.6275910,1.400152,-0.7994547,3.05779,-0.003472241,350.9564,0.03074971,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:05.6276200,1.422242,-0.6980734,3.085834,355.3947,345.6849,357.2446,Quaterfoil-Separated (1)
Square (1),0,14:02:05.7510620,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:05.7511310,1.400196,-0.7994871,3.057832,0.02355839,350.956,-0.003564287,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:05.7511590,1.427247,-0.700567,3.084832,356.2527,347.1197,357.78,Quaterfoil-Separated (1)
Square (1),0,14:02:05.8600710,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:05.8601890,1.400152,-0.7994547,3.05779,-0.003471333,350.9564,0.03074493,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:05.8602210,1.428205,-0.7015642,3.084342,356.5336,347.583,357.3766,Quaterfoil-Separated (1)
Square (1),0,14:02:05.9713520,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:05.9714370,1.400196,-0.7994871,3.057832,0.02355885,350.956,-0.003561114,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:05.9714690,1.427077,-0.7000533,3.084228,355.8363,346.5442,357.3912,Quaterfoil-Separated (1)
Square (1),0,14:02:06.1006550,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:06.1007430,1.400152,-0.7994547,3.05779,-0.003467357,350.9564,0.03074376,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:06.1007780,1.425992,-0.6996352,3.085068,355.5959,346.4146,357.5349,Quaterfoil-Separated (1)
Square (1),0,14:02:06.2094370,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:06.2095160,1.400196,-0.7994871,3.057832,0.02356513,350.9561,-0.003565671,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:06.2095440,1.425507,-0.700458,3.085856,355.554,345.3683,357.4721,Quaterfoil-Separated (1)
Square (1),0,14:02:06.3347410,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:06.3348700,1.400152,-0.7994547,3.05779,-0.003487588,350.9563,0.03074772,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:06.3349020,1.427405,-0.7024672,3.087373,355.528,344.6179,358.1005,Quaterfoil-Separated (1)
Square (1),0,14:02:06.4559520,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:06.4560670,1.400196,-0.7994871,3.057832,0.02356077,350.956,-0.003569397,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:06.4561010,1.428301,-0.7048972,3.08932,356.3794,343.0729,0.007553952,Quaterfoil-Separated (1)
Square (1),0,14:02:06.5688410,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:06.5689350,1.400152,-0.7994547,3.05779,-0.003471878,350.9564,0.03074347,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:06.5689660,1.432547,-0.7089234,3.089958,356.3049,344.0326,0.07108216,Quaterfoil-Separated (1)
Square (1),0,14:02:06.6958830,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:06.6959670,1.400281,-0.7994582,3.057877,0.05742604,350.9541,359.9251,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:06.6959940,1.437808,-0.7119555,3.090865,359.0979,344.1547,358.5357,Quaterfoil-Separated (1)
Square (1),0,14:02:06.8091660,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:06.8092440,1.400274,-0.7995094,3.05777,359.9824,350.9532,359.9442,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:06.8092800,1.437565,-0.7104982,3.088675,0.7330474,320.6469,350.5334,Quaterfoil-Separated (1)
Square (1),0,14:02:06.9391020,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:06.9391780,1.400369,-0.7994305,3.057846,0.02077169,350.9449,359.8607,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:06.9392060,1.439309,-0.7114791,3.085911,356.62,309.4037,353.8565,Quaterfoil-Separated (1)
Square (1),0,14:02:07.0564750,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:07.0565900,1.400247,-0.7994771,3.057864,0.04280483,350.9558,359.9508,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:07.0566240,1.442245,-0.7120571,3.088652,0.4683975,327.657,359.9876,Quaterfoil-Separated (1)
Square (1),0,14:02:07.1687960,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:07.1688760,1.400247,-0.7994448,3.057961,0.1064022,350.9569,359.9435,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:07.1689050,1.440586,-0.7120918,3.090523,1.887815,338.6193,3.735252,Quaterfoil-Separated (1)
Square (1),0,14:02:07.2981850,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:07.2982870,1.400233,-0.7993819,3.057932,0.08792867,350.9561,359.9619,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:07.2983200,1.436376,-0.7124271,3.092021,3.395446,348.0933,16.31145,Quaterfoil-Separated (1)
Square (1),0,14:02:07.4115620,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:07.4116440,1.400299,-0.7993903,3.057987,0.1218244,350.956,359.9062,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:07.4116730,1.432405,-0.7137594,3.092677,5.324618,349.778,26.91186,Quaterfoil-Separated (1)
Square (1),0,14:02:07.5409670,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:07.5410620,1.400221,-0.7994449,3.057968,0.107732,350.9587,359.9619,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:07.5410920,1.42703,-0.7135116,3.097769,15.34722,359.2278,35.34676,Quaterfoil-Separated (1)
Square (1),0,14:02:07.6545960,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:07.6546760,1.400215,-0.7994585,3.057953,0.09958161,350.9586,359.9677,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:07.6547060,1.424906,-0.7134145,3.098292,16.73378,7.026387,39.97872,Quaterfoil-Separated (1)
Square (1),0,14:02:07.7799610,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:07.7800430,1.40013,-0.7994479,3.057808,0.007183498,350.9579,0.04540582,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:07.7800760,1.420917,-0.7125936,3.09862,15.39055,17.51638,47.35583,Quaterfoil-Separated (1)
Square (1),0,14:02:07.8959400,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:07.8960280,1.400141,-0.799449,3.057795,-0.0004416273,350.9578,0.03825906,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:07.8960610,1.417276,-0.7108107,3.098768,10.06386,19.87392,48.002,Quaterfoil-Separated (1)
Square (1),0,14:02:08.0199970,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:08.0200720,1.400191,-0.7994871,3.057838,0.02674403,350.9563,-0.0006308496,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:08.0201020,1.412697,-0.7069269,3.100722,9.639789,15.63414,43.24449,Quaterfoil-Separated (1)
Square (1),0,14:02:08.1311180,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:08.1312020,1.400152,-0.7994547,3.05779,-0.003484631,350.9564,0.03072842,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:08.1312310,1.406122,-0.6934268,3.102197,359.4916,348.9941,4.75707,Quaterfoil-Separated (1)
Square (1),0,14:02:08.2501870,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:08.2502870,1.400196,-0.7994871,3.057832,0.0235656,350.956,-0.003559719,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:08.2503180,1.406428,-0.6893904,3.102703,354.7748,346.6887,357.8693,Quaterfoil-Separated (1)
Square (1),0,14:02:08.3752190,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:08.3753000,1.400152,-0.7994547,3.05779,-0.003487142,350.9563,0.03075068,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:08.3753290,1.407286,-0.6876482,3.101537,354.7182,347.6238,357.337,Quaterfoil-Separated (1)
Square (1),0,14:02:08.5017000,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:08.5018330,1.400196,-0.7994871,3.057832,0.02355885,350.9561,-0.003569241,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:08.5018660,1.405781,-0.6901932,3.100441,354.4784,345.88,356.3752,Quaterfoil-Separated (1)
Square (1),0,14:02:08.6135340,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:08.6136240,1.400152,-0.7994547,3.05779,-0.003486515,350.9563,0.03073971,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:08.6136530,1.407772,-0.6997214,3.095947,356.3663,346.6513,355.73,Quaterfoil-Separated (1)
Square (1),0,14:02:08.7330910,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:08.7331730,1.400196,-0.7994871,3.057832,0.02356595,350.956,-0.00355525,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:08.7332030,1.411679,-0.6996582,3.093238,355.7259,347.9405,355.9651,Quaterfoil-Separated (1)
Square (1),0,14:02:08.8682150,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:08.8683360,1.400152,-0.7994547,3.05779,-0.003492963,350.9564,0.03075028,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:08.8683830,1.412628,-0.6995378,3.091751,355.9999,348.8064,355.751,Quaterfoil-Separated (1)
Square (1),0,14:02:08.9869900,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:08.9870640,1.400196,-0.7994871,3.057832,0.02355666,350.956,-0.003559013,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:08.9870970,1.41196,-0.699302,3.090599,355.725,348.8926,354.9688,Quaterfoil-Separated (1)
Square (1),0,14:02:09.0922080,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:09.0922940,1.400152,-0.7994547,3.05779,-0.003492203,350.9563,0.03074894,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:09.0923240,1.412295,-0.699078,3.089386,355.6898,348.9623,354.9826,Quaterfoil-Separated (1)
Square (1),0,14:02:09.2135870,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:09.2136900,1.400196,-0.7994871,3.057832,0.02355172,350.956,-0.003559259,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:09.2137190,1.412525,-0.7006755,3.088831,355.4729,349.4318,353.3919,Quaterfoil-Separated (1)
Square (1),0,14:02:09.3505680,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:09.3506510,1.400152,-0.7994547,3.05779,-0.003493752,350.9564,0.03074841,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:09.3506810,1.412489,-0.700653,3.089135,354.7139,349.2096,352.911,Quaterfoil-Separated (1)
Square (1),0,14:02:09.4698700,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:09.4700110,1.400196,-0.7994871,3.057832,0.02357355,350.956,-0.003570194,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:09.4700480,1.415079,-0.7036586,3.089362,355.9465,349.3294,353.3893,Quaterfoil-Separated (1)
Square (1),0,14:02:09.5753990,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:09.5754920,1.400152,-0.7994547,3.05779,-0.003483818,350.9563,0.03075213,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:09.5755240,1.418011,-0.7042558,3.090634,355.3366,349.6122,353.3398,Quaterfoil-Separated (1)
Square (1),0,14:02:09.6892270,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:09.6893170,1.400196,-0.7994871,3.057832,0.02356716,350.956,-0.003572474,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:09.6893490,1.419176,-0.7043276,3.090698,355.8219,349.7937,353.4227,Quaterfoil-Separated (1)
