Object,Owner,Time,XPos,Ypos,ZPos,XRot,YRot,ZRot,Status
Square (1),0,14:02:09.8131470,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:09.8132230,1.400152,-0.7994547,3.05779,-0.003490408,350.9563,0.03075543,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:09.8132550,1.424091,-0.703815,3.090286,354.7262,350.1474,353.7167,Quaterfoil-Separated (1)
Square (1),0,14:02:09.9374500,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:09.9375380,1.400196,-0.7994871,3.057832,0.02356673,350.956,-0.003567084,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:09.9375650,1.423387,-0.7031336,3.090951,353.5308,348.4258,352.9924,Quaterfoil-Separated (1)
Square (1),0,14:02:10.0489280,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:10.0490080,1.400152,-0.7994547,3.05779,-0.003490364,350.9563,0.03074515,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:10.0490390,1.419795,-0.7042537,3.091273,352.9861,347.8565,352.871,Quaterfoil-Separated (1)
Square (1),0,14:02:10.1769750,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:10.1770880,1.400196,-0.7994871,3.057832,0.02357244,350.956,-0.003562614,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:10.1771250,1.423084,-0.7101575,3.090981,353.5513,346.7604,353.531,Quaterfoil-Separated (1)
Square (1),0,14:02:10.2938180,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:10.2938970,1.400158,-0.7994603,3.057795,-0.0004612104,350.9563,0.02600907,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:10.2939280,1.429462,-0.7111701,3.090772,352.9478,349.0833,352.8716,Quaterfoil-Separated (1)
Square (1),0,14:02:10.4186230,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:10.4187000,1.400195,-0.7994871,3.057832,0.02352226,350.9561,-0.003528448,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:10.4187340,1.427307,-0.7099413,3.090864,352.16,347.442,352.6594,Quaterfoil-Separated (1)
Square (1),0,14:02:10.5337120,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:10.5338530,1.400154,-0.7994562,3.057791,-0.002941519,350.9563,0.02941409,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:10.5338910,1.430627,-0.7128477,3.088704,353.2285,347.8794,352.5323,Quaterfoil-Separated (1)
Square (1),0,14:02:10.6510580,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:10.6511330,1.400259,-0.7994192,3.05782,0.02003402,350.9526,359.9519,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:10.6511610,1.434058,-0.7151971,3.08773,351.9255,349.0854,343.9207,Quaterfoil-Separated (1)
Square (1),0,14:02:10.7765410,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:10.7766180,1.400232,-0.7994363,3.057835,0.02637222,350.9547,359.9695,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:10.7766460,1.434281,-0.7149921,3.089442,355.7785,352.7787,341.7931,Quaterfoil-Separated (1)
Square (1),0,14:02:10.8945910,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:10.8946710,1.400297,-0.7994735,3.057859,0.0420606,350.9533,359.9171,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:10.8947000,1.433742,-0.7181377,3.089304,354.2825,353.5992,340.445,Quaterfoil-Separated (1)
Square (1),0,14:02:11.0106380,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:11.0107170,1.400434,-0.799417,3.057837,0.04855135,350.962,359.8284,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:11.0107460,1.431399,-0.7225871,3.088762,353.6025,349.2485,349.3173,Quaterfoil-Separated (1)
Square (1),0,14:02:11.1292950,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:11.1293920,1.400339,-0.7994626,3.057836,0.00252206,350.9574,359.8875,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:11.1294250,1.428068,-0.7333574,3.08952,356.1726,0.3233496,0.7961262,Quaterfoil-Separated (1)
Square (1),0,14:02:11.2491470,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:11.2492170,1.400303,-0.7994947,3.057865,0.02420744,350.9513,359.9112,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:11.2492450,1.42815,-0.7363176,3.091726,353.0663,353.3285,358.0689,Quaterfoil-Separated (1)
Square (1),0,14:02:11.3754380,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:11.3755160,1.400145,-0.799482,3.057955,0.07681016,350.967,0.02541516,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:11.3755460,1.423349,-0.7432081,3.093625,339.4575,357.4379,342.7641,Quaterfoil-Separated (1)
Square (1),0,14:02:11.4943560,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:11.4944410,1.400166,-0.7994664,3.057796,0.000362336,350.956,0.02008568,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:11.4944920,1.410525,-0.7871992,3.093115,342.8404,357.9368,330.9716,Quaterfoil-Separated (1)
Square (1),0,14:02:11.6096440,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:11.6097240,1.400171,-0.7994694,3.057816,0.01255714,350.9566,0.01606893,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:11.6097540,1.397962,-0.8432032,3.099798,1.41323,1.440618,350.5937,Quaterfoil-Separated (1)
Square (1),0,14:02:11.7311470,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:11.7312780,1.400221,-0.7994655,3.057876,0.0539533,350.9559,359.9681,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:11.7313080,1.394213,-0.8449726,3.100201,359.8586,4.596469,359.933,Quaterfoil-Separated (1)
Square (1),0,14:02:11.8537330,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:11.8538080,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:11.8538420,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:11.9843960,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:11.9844710,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:11.9845000,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:12.0964170,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:12.0965180,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:12.0966180,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:12.2212880,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:12.2213640,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:12.2213960,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:12.3469200,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:12.3469920,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:12.3470260,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:12.4591600,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:12.4592430,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:12.4592730,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:12.5841660,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:12.5842410,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:12.5842710,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:12.6954270,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:12.6955080,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:12.6955370,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:12.8204040,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:12.8205580,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:12.8205960,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:12.9329950,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:12.9330750,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:12.9331130,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:13.0494030,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:13.0494800,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:13.0495120,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:13.1784080,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:13.1784950,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:13.1785260,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:13.2899550,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:13.2900450,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:13.2900780,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:13.4151040,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:13.4151830,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:13.4152130,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:13.5423400,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:13.5424370,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:13.5424670,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:13.6522470,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:13.6523770,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:13.6524190,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:13.7785640,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:13.7786590,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:13.7786900,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:13.8900020,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:13.8901040,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:13.8901370,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:14.0142370,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:14.0143180,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:14.0143470,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:14.1294320,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:14.1295210,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:14.1295530,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:14.2517980,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:14.2518810,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:14.2519090,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:14.3841850,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:14.3842610,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:14.3842900,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:14.4898280,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:14.4899920,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:14.4900270,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:14.6217230,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:14.6218230,1.400153,-0.7994555,3.05779,-0.003215299,350.9563,0.02947985,ShapeSortingCube 
Quaterfoil-Separated (1),0,14:02:14.6218540,1.394182,-0.8449563,3.100214,359.8985,4.628197,0.01558789,Quaterfoil-Separated (1)
Square (1),0,14:02:14.7300760,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:14.7301900,1.400195,-0.7994871,3.057832,0.02371847,350.9559,-0.003573327,ShapeSortingCube 
Square (1),0,14:02:14.8663800,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:14.8664640,1.400151,-0.7994548,3.057789,-0.003457697,350.9562,0.03071388,ShapeSortingCube 
Square (1),0,14:02:14.9745930,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:14.9747220,1.400195,-0.7994871,3.057832,0.0235653,350.9559,-0.003560782,ShapeSortingCube 
Square (1),0,14:02:15.0896240,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:15.0897020,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:15.2307910,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:15.2308810,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:15.3423560,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:15.3424370,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:15.4537110,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:15.4537910,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:15.5699710,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:15.5700650,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:15.6916540,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:15.6917840,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:15.8200750,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:15.8201600,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:15.9390810,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:15.9391620,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:16.0539200,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:16.0540000,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:16.1726330,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:16.1727230,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:16.3080360,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:16.3081140,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:16.4167070,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:16.4168360,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:16.5456300,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:16.5457050,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:16.6567020,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:16.6568570,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:16.7817940,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:16.7818820,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:16.8928400,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:16.8929200,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:17.0254760,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:17.0255710,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:17.1366350,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:17.1367740,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:17.2496070,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:17.2496860,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:17.3827180,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:17.3828060,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:17.4934250,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:17.4935840,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:17.6254630,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:17.6255470,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:17.7368640,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:17.7369470,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:17.8682130,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:17.8683030,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:17.9752890,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:17.9753680,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:18.0995050,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:18.0996380,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:18.2176030,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:18.2176850,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:18.3295830,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:18.3296860,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:18.4616900,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:18.4618060,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:18.5729100,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:18.5729880,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:18.7043810,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:18.7044710,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:18.8168700,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:18.8169560,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:18.9529870,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:18.9530580,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:19.0663270,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:19.0664210,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:19.1820840,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:19.1821620,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:19.2959210,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:19.2960210,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:19.4351700,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:19.4352430,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:19.5405280,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:19.5407010,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square (1),0,14:02:19.6614250,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:19.6615380,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square,0,14:02:19.6615680,1.338125,-0.6413354,3.02425,352.5625,334.288,6.200192,Square
Square (1),0,14:02:19.7765090,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:19.7766700,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square,0,14:02:19.7767040,1.348806,-0.6616521,3.049411,352.2998,335.8315,2.657193,Square
Square (1),0,14:02:19.9082810,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
ShapeSortingCube ,0,14:02:19.9083540,1.400151,-0.7994547,3.057789,-0.003460609,350.9562,0.03073938,ShapeSortingCube 
Square,0,14:02:19.9083820,1.348734,-0.6721536,3.055675,354.0459,336.0251,3.795001,Square
Square (1),0,14:02:20.0193160,1.413411,-0.8565552,2.832683,0.007845618,59.39209,0.0201114,Square (1)
