Bone,Time,XPos,YPos,ZPos,XRot,YRot,ZRot
Right Controller,12:09:10.8238860,1.086724,-0.785238,2.768676,352.9757,100.3687,358.3517
Left Controller,12:09:10.8353560,1.08504,-0.8139063,3.079836,8.836819,93.87055,13.31709
Right Controller,12:09:10.8354410,1.086724,-0.785238,2.768676,352.9757,100.3687,358.3517
Left Controller,12:09:10.8382440,1.085028,-0.8139144,3.079855,8.839909,93.86699,13.31907
Right Controller,12:09:10.8383800,1.086776,-0.7853328,2.768748,353.0093,100.3583,358.4274
Left Controller,12:09:10.8492550,1.085028,-0.8139144,3.079855,8.839909,93.86699,13.31907
Right Controller,12:09:10.8493400,1.086776,-0.7853328,2.768748,353.0093,100.3583,358.4274
Left Controller,12:09:10.8514980,1.085023,-0.8139264,3.079878,8.839512,93.86401,13.32886
Right Controller,12:09:10.8515860,1.086835,-0.7854263,2.768787,353.0516,100.3532,358.4694
Left Controller,12:09:10.8628830,1.085023,-0.8139264,3.079878,8.839512,93.86401,13.32886
Right Controller,12:09:10.8629560,1.086835,-0.7854263,2.768787,353.0516,100.3532,358.4694
Left Controller,12:09:10.8653710,1.085023,-0.8139387,3.079904,8.846354,93.85428,13.32568
Right Controller,12:09:10.8654680,1.086948,-0.7855868,2.768835,353.1397,100.318,358.4756
Left Controller,12:09:10.8769600,1.085023,-0.8139387,3.079904,8.846354,93.85428,13.32568
Right Controller,12:09:10.8770320,1.086948,-0.7855868,2.768835,353.1397,100.318,358.4756
Left Controller,12:09:10.8799270,1.085024,-0.8139439,3.079923,8.854321,93.84467,13.31727
Right Controller,12:09:10.8800330,1.086978,-0.7856293,2.76885,353.1677,100.2854,358.4315
Left Controller,12:09:10.8909320,1.085024,-0.8139439,3.079923,8.854321,93.84467,13.31727
Right Controller,12:09:10.8910000,1.086978,-0.7856293,2.76885,353.1677,100.2854,358.4315
Left Controller,12:09:10.8933120,1.085027,-0.8139514,3.07994,8.863293,93.83399,13.30747
Right Controller,12:09:10.8933960,1.086985,-0.7856303,2.768891,353.172,100.25,358.3976
Left Controller,12:09:10.9049110,1.085027,-0.8139514,3.07994,8.863293,93.83399,13.30747
Right Controller,12:09:10.9049920,1.086985,-0.7856303,2.768891,353.172,100.25,358.3976
Left Controller,12:09:10.9072670,1.08503,-0.813949,3.079939,8.876718,93.82887,13.29294
Right Controller,12:09:10.9073580,1.086966,-0.7855765,2.768928,353.153,100.2239,358.3669
Left Controller,12:09:10.9186410,1.08503,-0.813949,3.079939,8.876718,93.82887,13.29294
Right Controller,12:09:10.9187130,1.086966,-0.7855765,2.768928,353.153,100.2239,358.3669
Left Controller,12:09:10.9206340,1.085033,-0.813947,3.079932,8.883694,93.82791,13.28647
Right Controller,12:09:10.9207320,1.086957,-0.7855319,2.768939,353.1425,100.201,358.3359
Left Controller,12:09:10.9329460,1.085033,-0.813947,3.079932,8.883694,93.82791,13.28647
Right Controller,12:09:10.9331480,1.086957,-0.7855319,2.768939,353.1425,100.201,358.3359
Left Controller,12:09:10.9362210,1.085041,-0.8139539,3.07991,8.895238,93.82776,13.26872
Right Controller,12:09:10.9363200,1.086955,-0.7854805,2.768913,353.1349,100.184,358.2814
Left Controller,12:09:10.9466660,1.085041,-0.8139539,3.07991,8.895238,93.82776,13.26872
Right Controller,12:09:10.9467360,1.086955,-0.7854805,2.768913,353.1349,100.184,358.2814
Left Controller,12:09:10.9491410,1.085056,-0.8139882,3.079889,8.905078,93.82551,13.25609
Right Controller,12:09:10.9492410,1.086954,-0.7854552,2.768881,353.1302,100.1864,358.2567
Left Controller,12:09:10.9602300,1.085056,-0.8139882,3.079889,8.905078,93.82551,13.25609
Right Controller,12:09:10.9603000,1.086954,-0.7854552,2.768881,353.1302,100.1864,358.2567
Left Controller,12:09:10.9621030,1.085072,-0.8140669,3.079864,8.919891,93.82399,13.24669
Right Controller,12:09:10.9621900,1.086943,-0.7853977,2.768822,353.1117,100.197,358.2241
Left Controller,12:09:10.9742890,1.085072,-0.8140669,3.079864,8.919891,93.82399,13.24669
Right Controller,12:09:10.9743610,1.086943,-0.7853977,2.768822,353.1117,100.197,358.2241
Left Controller,12:09:10.9768230,1.085084,-0.8141312,3.079847,8.937217,93.82277,13.2344
Right Controller,12:09:10.9769190,1.086913,-0.785326,2.768784,353.0842,100.1928,358.1868
Left Controller,12:09:10.9885940,1.085084,-0.8141312,3.079847,8.937217,93.82277,13.2344
Right Controller,12:09:10.9886680,1.086913,-0.785326,2.768784,353.0842,100.1928,358.1868
Left Controller,12:09:10.9911690,1.085096,-0.8141817,3.079829,8.952548,93.82025,13.21593
Right Controller,12:09:10.9912900,1.086873,-0.7852381,2.768756,353.0455,100.1792,358.1444
Left Controller,12:09:11.0025800,1.085096,-0.8141817,3.079829,8.952548,93.82025,13.21593
Right Controller,12:09:11.0026560,1.086873,-0.7852381,2.768756,353.0455,100.1792,358.1444
Left Controller,12:09:11.0047620,1.085096,-0.8142104,3.07981,8.964389,93.82097,13.19853
Right Controller,12:09:11.0048490,1.086844,-0.7851707,2.768736,353.0101,100.1727,358.1215
Left Controller,12:09:11.0162760,1.085096,-0.8142104,3.07981,8.964389,93.82097,13.19853
Right Controller,12:09:11.0163480,1.086844,-0.7851707,2.768736,353.0101,100.1727,358.1215
Left Controller,12:09:11.0186380,1.085087,-0.8142291,3.079795,8.973909,93.81924,13.1865
Right Controller,12:09:11.0187240,1.086838,-0.7851488,2.768726,352.9944,100.1779,358.1254
Left Controller,12:09:11.0299360,1.085087,-0.8142291,3.079795,8.973909,93.81924,13.1865
Right Controller,12:09:11.0300060,1.086838,-0.7851488,2.768726,352.9944,100.1779,358.1254
Left Controller,12:09:11.0330160,1.085085,-0.8142411,3.079793,8.981443,93.81631,13.17964
Right Controller,12:09:11.0331110,1.086815,-0.7850521,2.768732,352.9713,100.1657,358.1225
Left Controller,12:09:11.0437580,1.085085,-0.8142411,3.079793,8.981443,93.81631,13.17964
Right Controller,12:09:11.0438350,1.086815,-0.7850521,2.768732,352.9713,100.1657,358.1225
Left Controller,12:09:11.0457190,1.085089,-0.8142614,3.079793,8.991317,93.81521,13.17558
Right Controller,12:09:11.0458200,1.086757,-0.7848806,2.768757,352.9251,100.1393,358.0993
Left Controller,12:09:11.0579840,1.085089,-0.8142614,3.079793,8.991317,93.81521,13.17558
Right Controller,12:09:11.0580510,1.086757,-0.7848806,2.768757,352.9251,100.1393,358.0993
Left Controller,12:09:11.0605640,1.085099,-0.8142953,3.079792,9.008197,93.81133,13.16423
Right Controller,12:09:11.0606610,1.086688,-0.7847347,2.768816,352.8567,100.1002,358.0687
Left Controller,12:09:11.0719690,1.085099,-0.8142953,3.079792,9.008197,93.81133,13.16423
Right Controller,12:09:11.0720420,1.086688,-0.7847347,2.768816,352.8567,100.1002,358.0687
Left Controller,12:09:11.0742890,1.085103,-0.8143142,3.07978,9.021988,93.80569,13.14864
Right Controller,12:09:11.0743970,1.086622,-0.7845958,2.768872,352.7925,100.0674,358.0531
Left Controller,12:09:11.0856360,1.085103,-0.8143142,3.07978,9.021988,93.80569,13.14864
Right Controller,12:09:11.0857100,1.086622,-0.7845958,2.768872,352.7925,100.0674,358.0531
Left Controller,12:09:11.0887060,1.085098,-0.8143036,3.07976,9.023503,93.80911,13.14274
Right Controller,12:09:11.0888130,1.086587,-0.7845268,2.7689,352.7561,100.0551,358.0481
Left Controller,12:09:11.0997530,1.085098,-0.8143036,3.07976,9.023503,93.80911,13.14274
Right Controller,12:09:11.0998200,1.086587,-0.7845268,2.7689,352.7561,100.0551,358.0481
Left Controller,12:09:11.1022480,1.085098,-0.8142938,3.079731,9.018994,93.81631,13.1403
Right Controller,12:09:11.1023510,1.086555,-0.7844747,2.768949,352.7245,100.0423,358.0608
Left Controller,12:09:11.1137340,1.085098,-0.8142938,3.079731,9.018994,93.81631,13.1403
Right Controller,12:09:11.1138120,1.086555,-0.7844747,2.768949,352.7245,100.0423,358.0608
Left Controller,12:09:11.1160550,1.085115,-0.8143194,3.07971,9.023609,93.81633,13.13343
Right Controller,12:09:11.1161500,1.086514,-0.7844182,2.769025,352.696,100.022,358.088
Left Controller,12:09:11.1274190,1.085115,-0.8143194,3.07971,9.023609,93.81633,13.13343
Right Controller,12:09:11.1274850,1.086514,-0.7844182,2.769025,352.696,100.022,358.088
Left Controller,12:09:11.1303840,1.085195,-0.8143597,3.07969,9.042443,93.81184,13.12
Right Controller,12:09:11.1304990,1.086421,-0.7842941,2.769134,352.6343,99.99009,358.1253
Left Controller,12:09:11.1416230,1.085195,-0.8143597,3.07969,9.042443,93.81184,13.12
Right Controller,12:09:11.1416910,1.086421,-0.7842941,2.769134,352.6343,99.99009,358.1253
Left Controller,12:09:11.1441070,1.085291,-0.8143936,3.079662,9.053326,93.80904,13.10283
Right Controller,12:09:11.1442000,1.086308,-0.7841505,2.769215,352.5592,99.95823,358.1441
Left Controller,12:09:11.1555890,1.085291,-0.8143936,3.079662,9.053326,93.80904,13.10283
Right Controller,12:09:11.1556650,1.086308,-0.7841505,2.769215,352.5592,99.95823,358.1441
Left Controller,12:09:11.1580340,1.085341,-0.8143998,3.079646,9.051408,93.8093,13.09517
Right Controller,12:09:11.1581310,1.086239,-0.784057,2.769241,352.5149,99.93753,358.1353
Left Controller,12:09:11.1692370,1.085341,-0.8143998,3.079646,9.051408,93.8093,13.09517
Right Controller,12:09:11.1693070,1.086239,-0.784057,2.769241,352.5149,99.93753,358.1353
Left Controller,12:09:11.1714040,1.085402,-0.8144106,3.07963,9.046459,93.81023,13.09145
Right Controller,12:09:11.1715050,1.086288,-0.7839997,2.769282,352.509,99.92136,358.1079
Left Controller,12:09:11.1830470,1.085402,-0.8144106,3.07963,9.046459,93.81023,13.09145
Right Controller,12:09:11.1831120,1.086288,-0.7839997,2.769282,352.509,99.92136,358.1079
Left Controller,12:09:11.1855980,1.085449,-0.8144317,3.07962,9.046677,93.80965,13.09255
Right Controller,12:09:11.1856840,1.086332,-0.7839445,2.769343,352.4987,99.90101,358.095
Left Controller,12:09:11.1972240,1.085449,-0.8144317,3.07962,9.046677,93.80965,13.09255
Right Controller,12:09:11.1973060,1.086332,-0.7839445,2.769343,352.4987,99.90101,358.095
Left Controller,12:09:11.2005080,1.085507,-0.8144822,3.079614,9.054975,93.80603,13.09904
Right Controller,12:09:11.2006170,1.086357,-0.783875,2.769426,352.4716,99.8716,358.0854
Left Controller,12:09:11.2114570,1.085507,-0.8144822,3.079614,9.054975,93.80603,13.09904
Right Controller,12:09:11.2115220,1.086357,-0.783875,2.769426,352.4716,99.8716,358.0854
Left Controller,12:09:11.2138350,1.085542,-0.814528,3.079622,9.066423,93.80417,13.10542
Right Controller,12:09:11.2139250,1.086345,-0.7838194,2.769495,352.4414,99.84874,358.08
Left Controller,12:09:11.2252790,1.085542,-0.814528,3.079622,9.066423,93.80417,13.10542
Right Controller,12:09:11.2253560,1.086345,-0.7838194,2.769495,352.4414,99.84874,358.08
Left Controller,12:09:11.2276700,1.085549,-0.8145351,3.079629,9.072429,93.80117,13.10216
Right Controller,12:09:11.2277620,1.086334,-0.7838006,2.76951,352.431,99.84463,358.0833
Left Controller,12:09:11.2389660,1.085549,-0.8145351,3.079629,9.072429,93.80117,13.10216
Right Controller,12:09:11.2390370,1.086334,-0.7838006,2.76951,352.431,99.84463,358.0833
Left Controller,12:09:11.2415110,1.085549,-0.8145649,3.079669,9.076395,93.79766,13.09854
Right Controller,12:09:11.2416100,1.086348,-0.7838237,2.769492,352.4429,99.86045,358.091
Left Controller,12:09:11.2527700,1.085549,-0.8145649,3.079669,9.076395,93.79766,13.09854
Right Controller,12:09:11.2528550,1.086348,-0.7838237,2.769492,352.4429,99.86045,358.091
Left Controller,12:09:11.2550500,1.085546,-0.8145921,3.079696,9.076397,93.80002,13.09518
Right Controller,12:09:11.2551430,1.086365,-0.7838438,2.769459,352.4597,99.87529,358.0819
Left Controller,12:09:11.2669570,1.085546,-0.8145921,3.079696,9.076397,93.80002,13.09518
Right Controller,12:09:11.2670220,1.086365,-0.7838438,2.769459,352.4597,99.87529,358.0819
Left Controller,12:09:11.2696320,1.085545,-0.8146414,3.079724,9.083663,93.80463,13.092
Right Controller,12:09:11.2697370,1.086355,-0.7838255,2.769419,352.4535,99.88028,358.0551
Left Controller,12:09:11.2809300,1.085545,-0.8146414,3.079724,9.083663,93.80463,13.092
Right Controller,12:09:11.2810090,1.086355,-0.7838255,2.769419,352.4535,99.88028,358.0551
Left Controller,12:09:11.2835050,1.085551,-0.8147185,3.079771,9.100195,93.8063,13.0836
Right Controller,12:09:11.2835990,1.086333,-0.7838072,2.769401,352.4404,99.87976,358.0384
Left Controller,12:09:11.2949920,1.085551,-0.8147185,3.079771,9.100195,93.8063,13.0836
Right Controller,12:09:11.2950620,1.086333,-0.7838072,2.769401,352.4404,99.87976,358.0384
Left Controller,12:09:11.2975280,1.08556,-0.8147612,3.079821,9.106401,93.80784,13.08846
Right Controller,12:09:11.2976390,1.086324,-0.783775,2.769419,352.4269,99.87223,358.022
Left Controller,12:09:11.3090100,1.08556,-0.8147612,3.079821,9.106401,93.80784,13.08846
Right Controller,12:09:11.3090830,1.086324,-0.783775,2.769419,352.4269,99.87223,358.022
Left Controller,12:09:11.3114320,1.085571,-0.8147795,3.079869,9.097401,93.80917,13.10627
Right Controller,12:09:11.3115270,1.086348,-0.7837487,2.769472,352.4207,99.86317,358.0238
Left Controller,12:09:11.3229860,1.085571,-0.8147795,3.079869,9.097401,93.80917,13.10627
Right Controller,12:09:11.3230590,1.086348,-0.7837487,2.769472,352.4207,99.86317,358.0238
Left Controller,12:09:11.3250050,1.085579,-0.8147742,3.079885,9.090532,93.80862,13.1134
Right Controller,12:09:11.3251060,1.086373,-0.7837239,2.769522,352.4108,99.85976,358.0228
Left Controller,12:09:11.3370600,1.085579,-0.8147742,3.079885,9.090532,93.80862,13.1134
Right Controller,12:09:11.3371360,1.086373,-0.7837239,2.769522,352.4108,99.85976,358.0228
Left Controller,12:09:11.3401120,1.085606,-0.8147869,3.079897,9.094945,93.80296,13.10871
Right Controller,12:09:11.3402010,1.086367,-0.7837046,2.7695,352.4009,99.86099,358.0038
Left Controller,12:09:11.3509570,1.085606,-0.8147869,3.079897,9.094945,93.80296,13.10871
Right Controller,12:09:11.3510240,1.086367,-0.7837046,2.7695,352.4009,99.86099,358.0038
Left Controller,12:09:11.3533110,1.085629,-0.8148167,3.079895,9.107845,93.797,13.09304
Right Controller,12:09:11.3534240,1.086367,-0.7836924,2.769433,352.3998,99.87304,357.969
Left Controller,12:09:11.3648920,1.085629,-0.8148167,3.079895,9.107845,93.797,13.09304
Right Controller,12:09:11.3649860,1.086367,-0.7836924,2.769433,352.3998,99.87304,357.969
Left Controller,12:09:11.3676910,1.085651,-0.8148419,3.079905,9.116871,93.78481,13.07903
Right Controller,12:09:11.3677890,1.086383,-0.7836956,2.769387,352.4063,99.88706,357.9478
Left Controller,12:09:11.3788580,1.085651,-0.8148419,3.079905,9.116871,93.78481,13.07903
Right Controller,12:09:11.3789510,1.086383,-0.7836956,2.769387,352.4063,99.88706,357.9478
Left Controller,12:09:11.3814810,1.085677,-0.814875,3.079925,9.119361,93.77862,13.06383
Right Controller,12:09:11.3815710,1.086395,-0.7837095,2.769384,352.4162,99.89799,357.9547
Left Controller,12:09:11.3925510,1.085677,-0.814875,3.079925,9.119361,93.77862,13.06383
Right Controller,12:09:11.3926160,1.086395,-0.7837095,2.769384,352.4162,99.89799,357.9547
Left Controller,12:09:11.3964450,1.085686,-0.8148885,3.079937,9.117511,93.77668,13.05823
Right Controller,12:09:11.3965910,1.086388,-0.7837129,2.769401,352.4215,99.90335,357.9723
Left Controller,12:09:11.4062900,1.085686,-0.8148885,3.079937,9.117511,93.77668,13.05823
Right Controller,12:09:11.4063590,1.086388,-0.7837129,2.769401,352.4215,99.90335,357.9723
Left Controller,12:09:11.4085760,1.085687,-0.8148942,3.079957,9.106752,93.77979,13.05514
Right Controller,12:09:11.4086790,1.086362,-0.7836996,2.769417,352.4185,99.89654,357.9734
Left Controller,12:09:11.4198960,1.085687,-0.8148942,3.079957,9.106752,93.77979,13.05514
Right Controller,12:09:11.4199620,1.086362,-0.7836996,2.769417,352.4185,99.89654,357.9734
Left Controller,12:09:11.4220590,1.085681,-0.8149093,3.079996,9.09478,93.78197,13.05785
Right Controller,12:09:11.4221440,1.086345,-0.783695,2.769425,352.4246,99.88131,357.9573
Left Controller,12:09:11.4339680,1.085681,-0.8149093,3.079996,9.09478,93.78197,13.05785
Right Controller,12:09:11.4340340,1.086345,-0.783695,2.769425,352.4246,99.88131,357.9573
Left Controller,12:09:11.4366530,1.085672,-0.8149335,3.080035,9.103076,93.77165,13.06087
Right Controller,12:09:11.4367430,1.086343,-0.7837771,2.769426,352.4429,99.87146,357.9435
Left Controller,12:09:11.4480100,1.085672,-0.8149335,3.080035,9.103076,93.77165,13.06087
Right Controller,12:09:11.4480820,1.086343,-0.7837771,2.769426,352.4429,99.87146,357.9435
Left Controller,12:09:11.4506770,1.085668,-0.814959,3.080077,9.119585,93.75448,13.05838
Right Controller,12:09:11.4507720,1.086351,-0.7838197,2.769419,352.4569,99.8679,357.9373
Left Controller,12:09:11.4621540,1.085668,-0.814959,3.080077,9.119585,93.75448,13.05838
Right Controller,12:09:11.4622220,1.086351,-0.7838197,2.769419,352.4569,99.8679,357.9373
Left Controller,12:09:11.4644810,1.085658,-0.8149657,3.080112,9.125335,93.7494,13.06636
Right Controller,12:09:11.4645880,1.086371,-0.7838489,2.769402,352.4731,99.87057,357.9454
Left Controller,12:09:11.4762400,1.085658,-0.8149657,3.080112,9.125335,93.7494,13.06636
Right Controller,12:09:11.4763110,1.086371,-0.7838489,2.769402,352.4731,99.87057,357.9454
Left Controller,12:09:11.4784760,1.085644,-0.8149594,3.080139,9.119391,93.74855,13.07235
Right Controller,12:09:11.4785750,1.086391,-0.7838746,2.769393,352.4867,99.87154,357.9514
Left Controller,12:09:11.4902950,1.085644,-0.8149594,3.080139,9.119391,93.74855,13.07235
Right Controller,12:09:11.4903620,1.086391,-0.7838746,2.769393,352.4867,99.87154,357.9514
Left Controller,12:09:11.4931820,1.085639,-0.8149629,3.080164,9.117906,93.74107,13.06738
Right Controller,12:09:11.4932790,1.086425,-0.7839217,2.769391,352.5135,99.87023,357.9622
Left Controller,12:09:11.5042380,1.085639,-0.8149629,3.080164,9.117906,93.74107,13.06738
Right Controller,12:09:11.5043090,1.086425,-0.7839217,2.769391,352.5135,99.87023,357.9622
Left Controller,12:09:11.5062360,1.085669,-0.8149973,3.08023,9.120712,93.72013,13.05297
Right Controller,12:09:11.5063200,1.086441,-0.7839412,2.7694,352.5244,99.86488,357.9713
Left Controller,12:09:11.5182150,1.085669,-0.8149973,3.08023,9.120712,93.72013,13.05297
Right Controller,12:09:11.5182810,1.086441,-0.7839412,2.7694,352.5244,99.86488,357.9713
Left Controller,12:09:11.5205540,1.0857,-0.8150381,3.080297,9.123054,93.69958,13.03739
Right Controller,12:09:11.5207090,1.08643,-0.7839227,2.769393,352.5154,99.86305,357.971
Left Controller,12:09:11.5323600,1.0857,-0.8150381,3.080297,9.123054,93.69958,13.03739
Right Controller,12:09:11.5324320,1.08643,-0.7839227,2.769393,352.5154,99.86305,357.971
Left Controller,12:09:11.5358440,1.085717,-0.8150613,3.080328,9.121735,93.69305,13.03422
Right Controller,12:09:11.5359420,1.08641,-0.7838886,2.769386,352.5043,99.85659,357.9539
Left Controller,12:09:11.5458950,1.085717,-0.8150613,3.080328,9.121735,93.69305,13.03422
Right Controller,12:09:11.5459740,1.08641,-0.7838886,2.769386,352.5043,99.85659,357.9539
Left Controller,12:09:11.5483540,1.085744,-0.8150929,3.080363,9.122277,93.69218,13.04168
Right Controller,12:09:11.5485030,1.086392,-0.7838598,2.769378,352.4951,99.85005,357.9386
Left Controller,12:09:11.5595420,1.085744,-0.8150929,3.080363,9.122277,93.69218,13.04168
Right Controller,12:09:11.5596150,1.086392,-0.7838598,2.769378,352.4951,99.85005,357.9386
Left Controller,12:09:11.5616290,1.085761,-0.8150824,3.080389,9.120644,93.69007,13.05049
Right Controller,12:09:11.5617190,1.086408,-0.7837788,2.769362,352.4704,99.84409,357.9107
Left Controller,12:09:11.5735510,1.085761,-0.8150824,3.080389,9.120644,93.69007,13.05049
Right Controller,12:09:11.5736240,1.086408,-0.7837788,2.769362,352.4704,99.84409,357.9107
